seg_id,surah,ayah,tafsir_id,query_index,query_text,prompt_tokens,completion_tokens,total_tokens
5497,Al-Muddaṡṡir,2,Al-Muddaṡṡir:2,5,Kapan waktu yang tepat untuk mulai memberi peringatan?,451,93,544
5498,Al-Muddaṡṡir,3,Al-Muddaṡṡir:3,1,Apa yang dimaksud dengan rintangan dalam dakwah?,486,130,616
5498,Al-Muddaṡṡir,3,Al-Muddaṡṡir:3,2,Mengapa Nabi tidak perlu merisaukan hati saat menghadapi rintangan?,486,130,616
5498,Al-Muddaṡṡir,3,Al-Muddaṡṡir:3,3,Bagaimana cara mengikuti petunjuk Allah agar tetap tegar?,486,130,616
5498,Al-Muddaṡṡir,3,Al-Muddaṡṡir:3,4,Apa arti mengagungkan Tuhan dalam konteks dakwah?,486,130,616
5498,Al-Muddaṡṡir,3,Al-Muddaṡṡir:3,5,Bagaimana cara menjaga semangat agar tidak pudar saat berdakwah?,486,130,616
5498,Al-Muddaṡṡir,3,Al-Muddaṡṡir:3,6,Siapa yang dimaksud dengan 'wahai Nabi' dalam tafsir ini?,486,130,616
5498,Al-Muddaṡṡir,3,Al-Muddaṡṡir:3,7,Mengapa mengagungkan Tuhan bisa membantu menghadapi rintangan?,486,130,616
5499,Al-Muddaṡṡir,4,Al-Muddaṡṡir:4,1,Apa maksud 'bersihkanlah pakaianmu' dalam konteks dakwah?,447,129,576
5499,Al-Muddaṡṡir,4,Al-Muddaṡṡir:4,2,Mengapa kebersihan pakaian penting untuk menunjang dakwah?,447,129,576
5499,Al-Muddaṡṡir,4,Al-Muddaṡṡir:4,3,Bagaimana cara membersihkan pakaian yang dimaksud dalam tafsir ini?,447,129,576
5499,Al-Muddaṡṡir,4,Al-Muddaṡṡir:4,4,Apakah yang dimaksud dengan pakaian hanya pakaian fisik atau ada makna lain?,447,129,576
5499,Al-Muddaṡṡir,4,Al-Muddaṡṡir:4,5,Kapan seseorang harus memperhatikan kebersihan pakaian dalam berdakwah?,447,129,576
5499,Al-Muddaṡṡir,4,Al-Muddaṡṡir:4,6,Siapa yang dimaksud dengan 'dakwahmu' dalam perintah ini?,447,129,576
5500,Al-Muddaṡṡir,5,Al-Muddaṡṡir:5,1,Apa yang dimaksud dengan perbuatan keji dalam petunjuk ini?,462,136,598
5500,Al-Muddaṡṡir,5,Al-Muddaṡṡir:5,2,Mengapa kita harus meninggalkan penyembahan berhala meskipun banyak yang melakukannya?,462,136,598
5500,Al-Muddaṡṡir,5,Al-Muddaṡṡir:5,3,Bagaimana cara mengidentifikasi perbuatan keji selain penyembahan berhala?,462,136,598
5500,Al-Muddaṡṡir,5,Al-Muddaṡṡir:5,4,Apa contoh perbuatan keji lainnya yang perlu ditinggalkan?,462,136,598
5500,Al-Muddaṡṡir,5,Al-Muddaṡṡir:5,5,Mengapa petunjuk ini menekankan pentingnya meninggalkan perbuatan keji?,462,136,598
5500,Al-Muddaṡṡir,5,Al-Muddaṡṡir:5,6,Apa dampak jika seseorang tetap melakukan perbuatan keji meskipun dilarang?,462,136,598
5501,Al-Muddaṡṡir,6,Al-Muddaṡṡir:6,1,Apa maksud dari petunjuk keempat dalam tafsir ini?,484,119,603
5501,Al-Muddaṡṡir,6,Al-Muddaṡṡir:6,2,Mengapa Nabi Muhammad dilarang mencari imbalan duniawi dalam berdakwah?,484,119,603
5501,Al-Muddaṡṡir,6,Al-Muddaṡṡir:6,3,Bagaimana cara agar dakwah tidak bertujuan untuk mendapatkan imbalan dari manusia?,484,119,603
5501,Al-Muddaṡṡir,6,Al-Muddaṡṡir:6,4,Siapa yang akan memberikan balasan jika dakwah dilakukan dengan ikhlas?,484,119,603
5501,Al-Muddaṡṡir,6,Al-Muddaṡṡir:6,5,Apa perbedaan antara imbalan duniawi dan balasan dari Allah?,484,119,603
5501,Al-Muddaṡṡir,6,Al-Muddaṡṡir:6,6,Kapan sebaiknya seseorang mengharapkan balasan dalam berdakwah?,484,119,603
5502,Al-Muddaṡṡir,7,Al-Muddaṡṡir:7,1,Apa yang dimaksud dengan larangan memperoleh imbalan dalam petunjuk kelima?,488,108,596
5502,Al-Muddaṡṡir,7,Al-Muddaṡṡir:7,2,Mengapa larangan tersebut dapat menimbulkan kesulitan?,488,108,596
5502,Al-Muddaṡṡir,7,Al-Muddaṡṡir:7,3,Bagaimana cara menghadapi kesulitan yang disebutkan dalam tafsir?,488,108,596
5502,Al-Muddaṡṡir,7,Al-Muddaṡṡir:7,4,Apa arti 'hanya karena Tuhanmu' dalam konteks ini?,488,108,596
5502,Al-Muddaṡṡir,7,Al-Muddaṡṡir:7,5,Mengapa kesabaran dianggap penting untuk keberhasilan dakwah?,488,108,596
5503,Al-Muddaṡṡir,8,Al-Muddaṡṡir:8,1,Apa yang dimaksud dengan kesulitan dalam dakwah?,465,85,550
5503,Al-Muddaṡṡir,8,Al-Muddaṡṡir:8,2,Mengapa dikatakan akan ada saat yang lebih sulit lagi?,465,85,550
5503,Al-Muddaṡṡir,8,Al-Muddaṡṡir:8,3,Kapan hari Kiamat terjadi menurut penjelasan ini?,465,85,550
5503,Al-Muddaṡṡir,8,Al-Muddaṡṡir:8,4,Bagaimana hubungan antara kesulitan dakwah dan hari Kiamat?,465,85,550
5503,Al-Muddaṡṡir,8,Al-Muddaṡṡir:8,5,Apa yang terjadi saat sangkakala ditiup?,465,85,550
5504,Al-Muddaṡṡir,9,Al-Muddaṡṡir:9,1,Apa maksud hari yang serba sulit dalam konteks ini?,442,104,546
5504,Al-Muddaṡṡir,9,Al-Muddaṡṡir:9,2,Mengapa hari tersebut dikatakan sulit bagi siapa saja?,442,104,546
5504,Al-Muddaṡṡir,9,Al-Muddaṡṡir:9,3,Bagaimana ciri-ciri hari yang serba sulit itu?,442,104,546
5504,Al-Muddaṡṡir,9,Al-Muddaṡṡir:9,4,Siapa yang akan merasakan kesulitan pada hari itu?,442,104,546
5504,Al-Muddaṡṡir,9,Al-Muddaṡṡir:9,5,Kapan hari yang serba sulit itu terjadi?,442,104,546
5504,Al-Muddaṡṡir,9,Al-Muddaṡṡir:9,6,Apa yang bisa dilakukan untuk menghadapi hari yang serba sulit?,442,104,546
5505,Al-Muddaṡṡir,10,Al-Muddaṡṡir:10,1,Apa yang dimaksud dengan 'orang-orang kafir' dalam tafsir ini?,468,104,572
5505,Al-Muddaṡṡir,10,Al-Muddaṡṡir:10,2,Mengapa keadaan orang kafir digambarkan sulit pada hari itu?,468,104,572
5505,Al-Muddaṡṡir,10,Al-Muddaṡṡir:10,3,Bagaimana kesulitan yang dahsyat itu dijelaskan?,468,104,572
5505,Al-Muddaṡṡir,10,Al-Muddaṡṡir:10,4,Siapa yang termasuk dalam kategori keras kepala mengingkari kebenaran?,468,104,572
5505,Al-Muddaṡṡir,10,Al-Muddaṡṡir:10,5,Kapan hari yang dimaksud dalam tafsir ini terjadi?,468,104,572
5506,Al-Muddaṡṡir,11,Al-Muddaṡṡir:11,1,Siapa al-Walid bin al-Mugirah yang disebutkan dalam tafsir?,526,157,683
5506,Al-Muddaṡṡir,11,Al-Muddaṡṡir:11,2,Mengapa al-Walid bin al-Mugirah akan mengalami kesulitan pada hari Kiamat?,526,157,683
5506,Al-Muddaṡṡir,11,Al-Muddaṡṡir:11,3,Apa maksud dari 'Biarkanlah Aku yang bertindak terhadap orang yang Aku sendiri telah menciptakannya'?,526,157,683
5506,Al-Muddaṡṡir,11,Al-Muddaṡṡir:11,4,Bagaimana perilaku yang sama dengan al-Walid bin al-Mugirah menurut tafsir?,526,157,683
5506,Al-Muddaṡṡir,11,Al-Muddaṡṡir:11,5,Kapan ayat-ayat ini turun berdasarkan latar belakang al-Walid bin al-Mugirah?,526,157,683
5506,Al-Muddaṡṡir,11,Al-Muddaṡṡir:11,6,Apa konsekuensi bagi orang-orang yang durhaka seperti al-Walid bin al-Mugirah?,526,157,683
5507,Al-Muddaṡṡir,12,Al-Muddaṡṡir:12,1,"Mengapa penciptaan manusia biasanya melibatkan kedua orang tua, tapi dalam ayat ini peran itu dinafikan?",491,132,623
5507,Al-Muddaṡṡir,12,Al-Muddaṡṡir:12,2,Apa maksud ancaman serius terhadap orang yang durhaka dalam konteks ini?,491,132,623
5507,Al-Muddaṡṡir,12,Al-Muddaṡṡir:12,3,Bagaimana kekayaan yang melimpah diberikan kepada seseorang menurut penjelasan ini?,491,132,623
5507,Al-Muddaṡṡir,12,Al-Muddaṡṡir:12,4,Apa hubungan antara kekayaan yang diberikan dan ancaman terhadap kedurhakaan?,491,132,623
5507,Al-Muddaṡṡir,12,Al-Muddaṡṡir:12,5,Siapa yang dimaksud dengan 'orang tersebut' dalam tafsir ini?,491,132,623
5507,Al-Muddaṡṡir,12,Al-Muddaṡṡir:12,6,Mengapa Allah memberikan kekayaan meskipun seseorang durhaka?,491,132,623
5508,Al-Muddaṡṡir,13,Al-Muddaṡṡir:13,1,Apa yang dimaksud dengan anugerah anak-anak dalam konteks ini?,441,91,532
5508,Al-Muddaṡṡir,13,Al-Muddaṡṡir:13,2,Mengapa anak-anak disebut sebagai anugerah yang selalu bersama?,441,91,532
5508,Al-Muddaṡṡir,13,Al-Muddaṡṡir:13,3,Bagaimana anak-anak dapat menjadi berkah dalam kehidupan sehari-hari?,441,91,532
5508,Al-Muddaṡṡir,13,Al-Muddaṡṡir:13,4,Siapa yang biasanya menerima anugerah anak-anak seperti ini?,441,91,532
5508,Al-Muddaṡṡir,13,Al-Muddaṡṡir:13,5,Kapan anugerah anak-anak ini dirasakan manfaatnya?,441,91,532
5509,Al-Muddaṡṡir,14,Al-Muddaṡṡir:14,1,Siapa al-Walid bin al-Mugirah?,477,114,591
5509,Al-Muddaṡṡir,14,Al-Muddaṡṡir:14,2,Apa keistimewaan yang diberikan Allah kepada al-Walid bin al-Mugirah?,477,114,591
5509,Al-Muddaṡṡir,14,Al-Muddaṡṡir:14,3,Bagaimana bentuk kelapangan hidup yang dimaksud dalam tafsir ini?,477,114,591
5509,Al-Muddaṡṡir,14,Al-Muddaṡṡir:14,4,Mengapa Allah memberikan kelapangan hidup seluas-luasnya kepada al-Walid bin al-Mugirah?,477,114,591
5509,Al-Muddaṡṡir,14,Al-Muddaṡṡir:14,5,Apa makna dari 'kelapangan hidup seluas-luasnya' dalam konteks ini?,477,114,591
5510,Al-Muddaṡṡir,15,Al-Muddaṡṡir:15,1,Apa maksud dari 'bentuk anugerah lainnya' dalam tafsir tersebut?,457,127,584
5510,Al-Muddaṡṡir,15,Al-Muddaṡṡir:15,2,Mengapa seseorang berharap diberikan surga?,457,127,584
5510,Al-Muddaṡṡir,15,Al-Muddaṡṡir:15,3,Bagaimana sikap yang tepat terhadap anugerah yang telah diterima?,457,127,584
5510,Al-Muddaṡṡir,15,Al-Muddaṡṡir:15,4,Siapa yang dimaksud dengan 'Aku' dalam teks tafsir itu?,457,127,584
5510,Al-Muddaṡṡir,15,Al-Muddaṡṡir:15,5,Apakah berharap surga termasuk bentuk kesyukuran atau ketidakpuasan?,457,127,584
5510,Al-Muddaṡṡir,15,Al-Muddaṡṡir:15,6,Kapan biasanya seseorang mulai menginginkan anugerah tambahan seperti surga?,457,127,584
5511,Al-Muddaṡṡir,16,Al-Muddaṡṡir:16,1,Apa maksud dari 'membangkang' dalam konteks ini?,490,98,588
5511,Al-Muddaṡṡir,16,Al-Muddaṡṡir:16,2,Mengapa seseorang yang diberi nikmat justru membangkang?,490,98,588
5511,Al-Muddaṡṡir,16,Al-Muddaṡṡir:16,3,Bagaimana cara bersyukur yang benar menurut tafsir ini?,490,98,588
5511,Al-Muddaṡṡir,16,Al-Muddaṡṡir:16,4,Apa akibat dari menentang ayat-ayat Allah?,490,98,588
5511,Al-Muddaṡṡir,16,Al-Muddaṡṡir:16,5,Siapa yang dimaksud dengan 'dia' dalam tafsir ini?,490,98,588
5512,Al-Muddaṡṡir,17,Al-Muddaṡṡir:17,1,Apa maksud 'pendakian yang memayahkan' dalam ayat ini?,477,120,597
5512,Al-Muddaṡṡir,17,Al-Muddaṡṡir:17,2,Mengapa Allah memberikan ancaman kepada yang menolak kebenaran Al-Qur'an?,477,120,597
5512,Al-Muddaṡṡir,17,Al-Muddaṡṡir:17,3,Bagaimana ciri-ciri orang yang berkeras menolak ayat-ayat Allah?,477,120,597
5512,Al-Muddaṡṡir,17,Al-Muddaṡṡir:17,4,Siapa yang dimaksud dengan 'yang menolak kebenaran Al-Qur'an'?,477,120,597
5512,Al-Muddaṡṡir,17,Al-Muddaṡṡir:17,5,Kapan ancaman ini berlaku bagi seseorang?,477,120,597
5512,Al-Muddaṡṡir,17,Al-Muddaṡṡir:17,6,Apa akibat dari menolak ayat-ayat Allah selain pendakian yang memayahkan?,477,120,597
5513,Al-Muddaṡṡir,18,Al-Muddaṡṡir:18,1,Apa yang dimaksud dengan 'sangat keras kepala' dalam tafsir ini?,469,119,588
5513,Al-Muddaṡṡir,18,Al-Muddaṡṡir:18,2,Mengapa seseorang bisa berusaha mencari kelemahan Al-Qur'an?,469,119,588
5513,Al-Muddaṡṡir,18,Al-Muddaṡṡir:18,3,Bagaimana cara kita menghadapi orang yang menentang Al-Qur'an?,469,119,588
5513,Al-Muddaṡṡir,18,Al-Muddaṡṡir:18,4,Siapa yang biasanya memiliki sifat seperti ini menurut tafsir?,469,119,588
5513,Al-Muddaṡṡir,18,Al-Muddaṡṡir:18,5,Apa dampak dari sikap keras kepala terhadap pemahaman agama?,469,119,588
5513,Al-Muddaṡṡir,18,Al-Muddaṡṡir:18,6,Bagaimana Al-Qur'an menggambarkan orang yang menolak kebenarannya?,469,119,588
5514,Al-Muddaṡṡir,19,Al-Muddaṡṡir:19,1,Apa maksud dari 'celakalah dan terkutuklah dia' dalam tafsir ini?,469,103,572
5514,Al-Muddaṡṡir,19,Al-Muddaṡṡir:19,2,Mengapa cara menetapkannya dianggap aneh?,469,103,572
5514,Al-Muddaṡṡir,19,Al-Muddaṡṡir:19,3,Bagaimana cara menetapkan yang dimaksud dalam tafsir ini?,469,103,572
5514,Al-Muddaṡṡir,19,Al-Muddaṡṡir:19,4,Siapa yang dimaksud dengan 'dia' dalam tafsir ini?,469,103,572
5514,Al-Muddaṡṡir,19,Al-Muddaṡṡir:19,5,Mengapa diulang lagi 'celakalah dia' dalam tafsir ini?,469,103,572
5515,Al-Muddaṡṡir,20,Al-Muddaṡṡir:20,1,Apa maksud dari 'celakalah dia' dalam tafsir ini?,460,103,563
5515,Al-Muddaṡṡir,20,Al-Muddaṡṡir:20,2,Mengapa cara yang disebutkan dianggap aneh dan tidak masuk akal?,460,103,563
5515,Al-Muddaṡṡir,20,Al-Muddaṡṡir:20,3,Bagaimana cara menetapkan yang dimaksud dalam tafsir ini?,460,103,563
5515,Al-Muddaṡṡir,20,Al-Muddaṡṡir:20,4,Siapa yang dimaksud dengan 'dia' dalam tafsir ini?,460,103,563
5515,Al-Muddaṡṡir,20,Al-Muddaṡṡir:20,5,Apa pelajaran yang bisa diambil dari tafsir ini?,460,103,563
5516,Al-Muddaṡṡir,21,Al-Muddaṡṡir:21,1,Apa yang dirasakan tokoh sentral dalam surah ini?,477,114,591
5516,Al-Muddaṡṡir,21,Al-Muddaṡṡir:21,2,Mengapa tokoh tersebut merenung?,477,114,591
5516,Al-Muddaṡṡir,21,Al-Muddaṡṡir:21,3,Bagaimana cara tokoh itu berusaha melecehkan Al-Qur'an?,477,114,591
5516,Al-Muddaṡṡir,21,Al-Muddaṡṡir:21,4,Siapa tokoh sentral yang dimaksud dalam tafsir ini?,477,114,591
5516,Al-Muddaṡṡir,21,Al-Muddaṡṡir:21,5,Apa dampak dari gejolak hati tokoh tersebut?,477,114,591
5516,Al-Muddaṡṡir,21,Al-Muddaṡṡir:21,6,Bagaimana konteks ayat-ayat ini dalam surah?,477,114,591
5517,Al-Muddaṡṡir,22,Al-Muddaṡṡir:22,1,Apa yang menyebabkan seseorang berwajah masam dan cemberut dalam konteks ini?,458,114,572
5517,Al-Muddaṡṡir,22,Al-Muddaṡṡir:22,2,Mengapa orang tersebut tidak menemukan celah untuk melecehkan?,458,114,572
5517,Al-Muddaṡṡir,22,Al-Muddaṡṡir:22,3,Bagaimana sikap ini mencerminkan adab dalam berinteraksi dengan orang lain?,458,114,572
5517,Al-Muddaṡṡir,22,Al-Muddaṡṡir:22,4,Siapa yang biasanya menunjukkan perilaku seperti ini menurut tafsir?,458,114,572
5517,Al-Muddaṡṡir,22,Al-Muddaṡṡir:22,5,Apa pelajaran yang bisa diambil dari kejadian ini untuk kehidupan sehari-hari?,458,114,572
5518,Al-Muddaṡṡir,23,Al-Muddaṡṡir:23,1,Apa yang dimaksud dengan 'berpaling dari kebenaran' dalam konteks ini?,453,98,551
5518,Al-Muddaṡṡir,23,Al-Muddaṡṡir:23,2,Mengapa seseorang bisa menyombongkan diri setelah mengetahui kebenaran?,453,98,551
5518,Al-Muddaṡṡir,23,Al-Muddaṡṡir:23,3,Bagaimana cara menghindari sikap sombong dalam memahami ajaran agama?,453,98,551
5518,Al-Muddaṡṡir,23,Al-Muddaṡṡir:23,4,Siapa yang biasanya rentan mengalami kondisi seperti ini?,453,98,551
5518,Al-Muddaṡṡir,23,Al-Muddaṡṡir:23,5,Apa akibat dari menyombongkan diri terhadap keimanan seseorang?,453,98,551
5519,Al-Muddaṡṡir,24,Al-Muddaṡṡir:24,1,Apa maksud dari pernyataan bahwa Al-Qur'an hanyalah sihir yang dipelajari dari orang dahulu?,458,122,580
5519,Al-Muddaṡṡir,24,Al-Muddaṡṡir:24,2,Mengapa ada orang yang menganggap Al-Qur'an sebagai sihir?,458,122,580
5519,Al-Muddaṡṡir,24,Al-Muddaṡṡir:24,3,Bagaimana sikap yang benar terhadap tuduhan bahwa Al-Qur'an adalah sihir?,458,122,580
5519,Al-Muddaṡṡir,24,Al-Muddaṡṡir:24,4,Siapa yang biasanya mengucapkan pernyataan seperti itu dalam sejarah Islam?,458,122,580
5519,Al-Muddaṡṡir,24,Al-Muddaṡṡir:24,5,Apa konsekuensi dari menganggap Al-Qur'an sebagai sihir menurut ajaran Islam?,458,122,580
5520,Al-Muddaṡṡir,25,Al-Muddaṡṡir:25,1,Apa maksud dari pernyataan bahwa sesuatu hanyalah perkataan manusia?,439,120,559
5520,Al-Muddaṡṡir,25,Al-Muddaṡṡir:25,2,Mengapa penting untuk membedakan antara firman Allah dan perkataan manusia?,439,120,559
5520,Al-Muddaṡṡir,25,Al-Muddaṡṡir:25,3,Bagaimana cara mengenali apakah suatu pernyataan berasal dari Allah atau manusia?,439,120,559
5520,Al-Muddaṡṡir,25,Al-Muddaṡṡir:25,4,Apa dampak jika menganggap perkataan manusia sebagai firman Allah?,439,120,559
5520,Al-Muddaṡṡir,25,Al-Muddaṡṡir:25,5,Siapa yang biasanya membuat klaim bahwa sesuatu adalah firman Allah padahal bukan?,439,120,559
5520,Al-Muddaṡṡir,25,Al-Muddaṡṡir:25,6,Kapan kita harus waspada terhadap klaim bahwa suatu perkataan adalah firman Allah?,439,120,559
5521,Al-Muddaṡṡir,26,Al-Muddaṡṡir:26,1,Siapa yang akan dimasukkan ke neraka Saqar?,498,105,603
5521,Al-Muddaṡṡir,26,Al-Muddaṡṡir:26,2,Apa penyebab seseorang disiksa di neraka Saqar?,498,105,603
5521,Al-Muddaṡṡir,26,Al-Muddaṡṡir:26,3,Bagaimana siksa di neraka Saqar dijelaskan?,498,105,603
5521,Al-Muddaṡṡir,26,Al-Muddaṡṡir:26,4,Kapan hukuman di neraka Saqar akan terjadi?,498,105,603
5521,Al-Muddaṡṡir,26,Al-Muddaṡṡir:26,5,Apa akibat dari kedurhakaan menurut tafsir ini?,498,105,603
5521,Al-Muddaṡṡir,26,Al-Muddaṡṡir:26,6,Mengapa al-Walid disebut sebagai contoh dalam konteks ini?,498,105,603
5522,Al-Muddaṡṡir,27,Al-Muddaṡṡir:27,1,Apa itu neraka Saqar?,440,104,544
5522,Al-Muddaṡṡir,27,Al-Muddaṡṡir:27,2,Mengapa neraka Saqar disebutkan dalam Al-Qur'an?,440,104,544
5522,Al-Muddaṡṡir,27,Al-Muddaṡṡir:27,3,Bagaimana sifat atau karakteristik neraka Saqar?,440,104,544
5522,Al-Muddaṡṡir,27,Al-Muddaṡṡir:27,4,Siapa yang akan dimasukkan ke dalam neraka Saqar?,440,104,544
5522,Al-Muddaṡṡir,27,Al-Muddaṡṡir:27,5,Apakah neraka Saqar berbeda dari neraka lainnya?,440,104,544
5522,Al-Muddaṡṡir,27,Al-Muddaṡṡir:27,6,Kapan neraka Saqar akan dijelaskan lebih lanjut dalam Al-Qur'an?,440,104,544
5523,Al-Muddaṡṡir,28,Al-Muddaṡṡir:28,1,Apa yang dimaksud dengan Saqar?,466,106,572
5523,Al-Muddaṡṡir,28,Al-Muddaṡṡir:28,2,Mengapa Saqar tidak meninggalkan atau menyisakan apa pun?,466,106,572
5523,Al-Muddaṡṡir,28,Al-Muddaṡṡir:28,3,Bagaimana siksa Saqar meliputi seluruh anggota tubuh?,466,106,572
5523,Al-Muddaṡṡir,28,Al-Muddaṡṡir:28,4,Mengapa orang di dalam Saqar tidak dibiarkan mati?,466,106,572
5523,Al-Muddaṡṡir,28,Al-Muddaṡṡir:28,5,Apa tujuan dari tidak membiarkan mati di dalam Saqar?,466,106,572
5523,Al-Muddaṡṡir,28,Al-Muddaṡṡir:28,6,Bagaimana kondisi orang yang terbebas dari azab Saqar?,466,106,572
5524,Al-Muddaṡṡir,29,Al-Muddaṡṡir:29,1,Apa yang dimaksud dengan Saqar?,440,102,542
5524,Al-Muddaṡṡir,29,Al-Muddaṡṡir:29,2,Mengapa Saqar bisa menghanguskan kulit manusia?,440,102,542
5524,Al-Muddaṡṡir,29,Al-Muddaṡṡir:29,3,Bagaimana proses penghangusan kulit oleh Saqar?,440,102,542
5524,Al-Muddaṡṡir,29,Al-Muddaṡṡir:29,4,Siapa yang akan mengalami Saqar?,440,102,542
5524,Al-Muddaṡṡir,29,Al-Muddaṡṡir:29,5,Kapan Saqar terjadi?,440,102,542
5524,Al-Muddaṡṡir,29,Al-Muddaṡṡir:29,6,Apa dampak lain dari Saqar selain menghanguskan kulit?,440,102,542
5524,Al-Muddaṡṡir,29,Al-Muddaṡṡir:29,7,Apakah ada cara untuk terhindar dari Saqar?,440,102,542
5525,Al-Muddaṡṡir,30,Al-Muddaṡṡir:30,1,Apa yang dimaksud dengan Saqar?,457,115,572
5525,Al-Muddaṡṡir,30,Al-Muddaṡṡir:30,2,Berapa jumlah malaikat penjaga di atas neraka Saqar?,457,115,572
5525,Al-Muddaṡṡir,30,Al-Muddaṡṡir:30,3,Siapa yang dijaga oleh malaikat-malaikat tersebut?,457,115,572
5525,Al-Muddaṡṡir,30,Al-Muddaṡṡir:30,4,Mengapa ada sembilan belas malaikat penjaga di sana?,457,115,572
5525,Al-Muddaṡṡir,30,Al-Muddaṡṡir:30,5,Bagaimana tugas malaikat penjaga di atas neraka Saqar?,457,115,572
5525,Al-Muddaṡṡir,30,Al-Muddaṡṡir:30,6,Apakah ada penjelasan lebih lanjut tentang neraka Saqar?,457,115,572
5526,Al-Muddaṡṡir,31,Al-Muddaṡṡir:31,1,Apa yang dimaksud dengan penjaga Saqar dan berapa jumlahnya?,700,130,830
5526,Al-Muddaṡṡir,31,Al-Muddaṡṡir:31,2,Mengapa Allah menjadikan jumlah penjaga neraka sebagai cobaan?,700,130,830
5526,Al-Muddaṡṡir,31,Al-Muddaṡṡir:31,3,Bagaimana reaksi orang-orang kafir terhadap jumlah penjaga neraka?,700,130,830
5526,Al-Muddaṡṡir,31,Al-Muddaṡṡir:31,4,Siapa yang dijadikan penjaga neraka dan apa sifat-sifat mereka?,700,130,830
5526,Al-Muddaṡṡir,31,Al-Muddaṡṡir:31,5,Mengapa bilangan penjaga neraka dapat memperkuat iman orang beriman?,700,130,830
5526,Al-Muddaṡṡir,31,Al-Muddaṡṡir:31,6,Apa maksud dari 'Saqar itu tidak lain hanyalah peringatan bagi manusia'?,700,130,830
5527,Al-Muddaṡṡir,32,Al-Muddaṡṡir:32,1,Apa maksud dari penjaga-penjaga neraka yang disebutkan dalam ayat?,495,111,606
5527,Al-Muddaṡṡir,32,Al-Muddaṡṡir:32,2,Mengapa Allah bersumpah demi bulan dalam konteks ini?,495,111,606
5527,Al-Muddaṡṡir,32,Al-Muddaṡṡir:32,3,Bagaimana respons Allah terhadap orang-orang yang memperolok-olok bilangan penjaga neraka?,495,111,606
5527,Al-Muddaṡṡir,32,Al-Muddaṡṡir:32,4,Siapa yang dimaksud dengan orang-orang kafir dalam penjelasan tafsir ini?,495,111,606
5527,Al-Muddaṡṡir,32,Al-Muddaṡṡir:32,5,Apa tujuan Allah menafikan dugaan orang-orang kafir tentang kemampuan mereka?,495,111,606
5528,Al-Muddaṡṡir,33,Al-Muddaṡṡir:33,1,Apa makna dari 'malam ketika telah berlalu' dalam konteks ayat ini?,436,151,587
5528,Al-Muddaṡṡir,33,Al-Muddaṡṡir:33,2,Mengapa malam disebutkan secara khusus dalam sumpah Allah?,436,151,587
5528,Al-Muddaṡṡir,33,Al-Muddaṡṡir:33,3,Bagaimana malam yang telah berlalu berkaitan dengan tanda-tanda kekuasaan Allah?,436,151,587
5528,Al-Muddaṡṡir,33,Al-Muddaṡṡir:33,4,Kapan malam dianggap telah berlalu dan apa implikasinya?,436,151,587
5528,Al-Muddaṡṡir,33,Al-Muddaṡṡir:33,5,Siapa yang dimaksud sebagai subjek yang mengalami peralihan malam ini?,436,151,587
5528,Al-Muddaṡṡir,33,Al-Muddaṡṡir:33,6,Apa pelajaran yang bisa diambil dari pernyataan tentang malam ini untuk kehidupan sehari-hari?,436,151,587
5528,Al-Muddaṡṡir,33,Al-Muddaṡṡir:33,7,Bagaimana malam yang berlalu mencerminkan siklus waktu dalam penciptaan alam semesta?,436,151,587
5529,Al-Muddaṡṡir,34,Al-Muddaṡṡir:34,1,Apa yang dimaksud dengan 'subuh' dalam konteks ayat ini?,436,108,544
5529,Al-Muddaṡṡir,34,Al-Muddaṡṡir:34,2,Mengapa Allah bersumpah dengan waktu subuh?,436,108,544
5529,Al-Muddaṡṡir,34,Al-Muddaṡṡir:34,3,Bagaimana ciri-ciri subuh yang mulai terang?,436,108,544
5529,Al-Muddaṡṡir,34,Al-Muddaṡṡir:34,4,Kapan tepatnya waktu subuh dimulai?,436,108,544
5529,Al-Muddaṡṡir,34,Al-Muddaṡṡir:34,5,Apa hikmah atau pelajaran yang bisa diambil dari sumpah Allah dengan subuh?,436,108,544
5529,Al-Muddaṡṡir,34,Al-Muddaṡṡir:34,6,Apakah ada hubungan antara subuh dengan ibadah atau aktivitas tertentu dalam Islam?,436,108,544
5530,Al-Muddaṡṡir,35,Al-Muddaṡṡir:35,1,Apa yang dimaksud dengan Saqar?,444,99,543
5530,Al-Muddaṡṡir,35,Al-Muddaṡṡir:35,2,Mengapa Saqar disebut sebagai bencana yang sangat besar?,444,99,543
5530,Al-Muddaṡṡir,35,Al-Muddaṡṡir:35,3,Bagaimana gambaran Saqar dalam Al-Qur'an?,444,99,543
5530,Al-Muddaṡṡir,35,Al-Muddaṡṡir:35,4,Apa dampak dari Saqar bagi manusia?,444,99,543
5530,Al-Muddaṡṡir,35,Al-Muddaṡṡir:35,5,Kapan Saqar akan terjadi?,444,99,543
5530,Al-Muddaṡṡir,35,Al-Muddaṡṡir:35,6,Siapa yang akan mengalami Saqar?,444,99,543
5530,Al-Muddaṡṡir,35,Al-Muddaṡṡir:35,7,Apakah ada hubungan antara Saqar dengan neraka lainnya?,444,99,543
5531,Al-Muddaṡṡir,36,Al-Muddaṡṡir:36,1,Apa yang dimaksud dengan ancaman yang mengerikan dalam konteks ini?,445,115,560
